plant_id,plant_label,timestamp_hour,generation_ac_kw,generation_dc_kw,ambient_temperature_c,module_temperature_c,irradiation,plant_peak_reference_kw,capacity_factor,hour_sin,hour_cos
4135001,Plant_1,2020-05-18 17:00:00,3096.951339275,31702.4508924,26.212608055952384,28.59395407261904,0.09719897547023806,27610.891,0.1121641217327974,-0.9659258262890683,-0.25881904510252063
4136001,Plant_2,2020-05-18 17:00:00,3476.207976190476,3555.3186904761906,31.7155119795977,33.43189843620689,0.1098477281623563,20427.251,0.17017502630140866,-0.9659258262890683,-0.25881904510252063
4135001,Plant_1,2020-05-18 18:00:00,314.65758928500003,3255.7098214000002,24.89978798333333,24.199809283333334,0.01165390506784995,27610.891,0.011396140359432805,-1.0,-1.8369701987210297e-16
4136001,Plant_2,2020-05-18 18:00:00,450.3970238095237,465.9111904761905,30.43552587356322,29.426926060919534,0.015502175458649393,20427.251,0.02204883191622425,-1.0,-1.8369701987210297e-16
4135001,Plant_1,2020-05-18 19:00:00,0.0,0.0,24.479608666666664,23.07689513333333,0.0,27610.891,0.0,-0.9659258262890684,0.2588190451025203
4136001,Plant_2,2020-05-18 19:00:00,0.0,0.0,28.58597001781609,27.675259352586206,0.0,20427.251,0.0,-0.9659258262890684,0.2588190451025203
4135001,Plant_1,2020-05-18 20:00:00,0.0,0.0,24.114283491666665,22.052794784523805,0.0,27610.891,0.0,-0.8660254037844386,0.5000000000000001
4136001,Plant_2,2020-05-18 20:00:00,0.0,0.0,27.444929970689657,26.214119163793104,0.0,20427.251,0.0,-0.8660254037844386,0.5000000000000001
4135001,Plant_1,2020-05-18 21:00:00,0.0,0.0,23.57697143333333,21.436995449999998,0.0,27610.891,0.0,-0.7071067811865477,0.7071067811865474
4136001,Plant_2,2020-05-18 21:00:00,0.0,0.0,26.632861881609195,24.801750521264367,0.0,20427.251,0.0,-0.7071067811865477,0.7071067811865474
4135001,Plant_1,2020-05-18 22:00:00,0.0,0.0,22.91703935238095,20.783325619047616,0.0,27610.891,0.0,-0.5000000000000004,0.8660254037844384
4136001,Plant_2,2020-05-18 22:00:00,0.0,0.0,26.074063168965516,24.74555182672414,0.0,20427.251,0.0,-0.5000000000000004,0.8660254037844384
4135001,Plant_1,2020-05-18 23:00:00,0.0,0.0,22.7539302,20.8525065,0.0,27610.891,0.0,-0.25881904510252157,0.9659258262890681
4136001,Plant_2,2020-05-18 23:00:00,0.0,0.0,25.82624464137931,24.58081104626437,0.0,20427.251,0.0,-0.25881904510252157,0.9659258262890681
4135001,Plant_1,2020-05-19 00:00:00,0.0,0.0,22.569811802380947,20.528161026190475,0.0,27610.891,0.0,0.0,1.0
4136001,Plant_2,2020-05-19 00:00:00,0.0,0.0,25.70863475086207,24.467074146551727,0.0,20427.251,0.0,0.0,1.0
4135001,Plant_1,2020-05-19 01:00:00,0.0,0.0,22.628986116666667,20.65906688333333,0.0,27610.891,0.0,0.25881904510252074,0.9659258262890683
4136001,Plant_2,2020-05-19 01:00:00,0.0,0.0,25.438344241379312,24.0103640045977,0.0,20427.251,0.0,0.25881904510252074,0.9659258262890683
4135001,Plant_1,2020-05-19 02:00:00,0.0,0.0,22.84524666309524,20.79563029642857,0.0,27610.891,0.0,0.49999999999999994,0.8660254037844387
4136001,Plant_2,2020-05-19 02:00:00,0.0,0.0,25.209647835919537,23.763555606034483,0.0,20427.251,0.0,0.49999999999999994,0.8660254037844387
4135001,Plant_1,2020-05-19 03:00:00,0.0,0.0,23.018200716666666,20.81359565,0.0,27610.891,0.0,0.7071067811865475,0.7071067811865476
4136001,Plant_2,2020-05-19 03:00:00,0.0,0.0,25.127249135632184,23.851178463793104,0.0,20427.251,0.0,0.7071067811865475,0.7071067811865476
4135001,Plant_1,2020-05-19 04:00:00,0.0,0.0,23.190629279761904,20.87247735357143,0.0,27610.891,0.0,0.8660254037844386,0.5000000000000001
4136001,Plant_2,2020-05-19 04:00:00,0.0,0.0,25.10272455344827,23.96265691810345,0.0,20427.251,0.0,0.8660254037844386,0.5000000000000001
4135001,Plant_1,2020-05-19 05:00:00,0.0,0.0,23.258594249999998,21.1526632,7.957945421665e-05,27610.891,0.0,0.9659258262890683,0.25881904510252074
4136001,Plant_2,2020-05-19 05:00:00,0.0,0.0,24.92655847672414,23.671107075862068,8.8686151724125e-05,20427.251,0.0,0.9659258262890683,0.25881904510252074
4135001,Plant_1,2020-05-19 06:00:00,530.88125000625,5473.937499955,23.410224386904762,22.44525894047619,0.018353297481666624,27610.891,0.019227240801691258,1.0,6.123233995736766e-17
4136001,Plant_2,2020-05-19 06:00:00,1382.952619047619,1424.9059523809524,24.897131938793102,24.616528558620693,0.04647728742393675,20427.251,0.06770135732153186,1.0,6.123233995736766e-17
4135001,Plant_1,2020-05-19 07:00:00,5957.144196475,60717.258929,24.59851998333333,28.17446443333333,0.19582242541666664,27610.891,0.2157534212305934,0.9659258262890683,-0.25881904510252063
4136001,Plant_2,2020-05-19 07:00:00,7476.874404761905,7623.041666666667,25.92675043275862,29.922297507183913,0.2597220483821839,20427.251,0.3660245034812518,0.9659258262890683,-0.25881904510252063
4135001,Plant_1,2020-05-19 08:00:00,6887.954910725,70196.040179,25.443725348809522,32.419492394047616,0.22415173608809524,27610.891,0.24946514441439072,0.8660254037844387,-0.4999999999999998
4136001,Plant_2,2020-05-19 08:00:00,9298.863095238095,9476.667738095239,26.701240546551723,32.547745210919544,0.31418957157471267,20427.251,0.45521852623429826,0.8660254037844387,-0.4999999999999998
4135001,Plant_1,2020-05-19 09:00:00,14587.594642825,148969.14285675,26.864864566666668,42.09147131666666,0.4959170546666666,27610.891,0.5283275589630556,0.7071067811865476,-0.7071067811865475
4136001,Plant_2,2020-05-19 09:00:00,9298.71261904762,9475.094047619048,27.350022533620688,33.71629534195403,0.307355591979885,20427.251,0.4552111597907922,0.7071067811865476,-0.7071067811865475
4135001,Plant_1,2020-05-19 10:00:00,15944.082589275,162951.29464325,27.75621028333333,43.61470402619047,0.5493137353452381,27610.891,0.577456286697702,0.49999999999999994,-0.8660254037844387
4136001,Plant_2,2020-05-19 10:00:00,10779.14380952381,11029.616190476192,29.211449133045974,42.42830982643678,0.6763218662011494,20427.251,0.5276845038778742,0.49999999999999994,-0.8660254037844387
4135001,Plant_1,2020-05-19 11:00:00,15517.661706166667,158632.928573,28.25326722777778,45.474864930555555,0.5319547189999999,27610.891,0.5620123489012603,0.258819045102521,-0.9659258262890682
4136001,Plant_2,2020-05-19 11:00:00,15652.919166666665,16049.695833333335,31.210253485919537,50.407021540517235,0.9464582776551722,20427.251,0.7662763416705785,0.258819045102521,-0.9659258262890682
4135001,Plant_1,2020-05-19 12:00:00,22905.2583333,234472.66666649998,29.79805053333333,50.2430749,0.787080141,27610.891,0.829573313418245,1.2246467991473532e-16,-1.0
4136001,Plant_2,2020-05-19 12:00:00,15627.39130952381,16020.804404761906,32.51915267183908,51.792209887068964,0.89212197725,20427.251,0.7650266455101477,1.2246467991473532e-16,-1.0
4135001,Plant_1,2020-05-19 13:00:00,18939.955803625002,193630.392862,29.900670966666667,48.4894446,0.6253125728333334,27610.891,0.6859596020869084,-0.2588190451025208,-0.9659258262890683
4136001,Plant_2,2020-05-19 13:00:00,15965.529285714285,16356.642738095237,33.49235024396552,51.350157715229884,0.8010326513160919,20427.251,0.7815799240785892,-0.2588190451025208,-0.9659258262890683
4135001,Plant_1,2020-05-19 14:00:00,20651.58035695,211182.11606875,30.172773155952378,49.776135800000006,0.6901497009404761,27610.891,0.7479505227466219,-0.4999999999999997,-0.8660254037844388
4136001,Plant_2,2020-05-19 14:00:00,15804.095238095239,16156.387142857142,34.33182278965518,49.18193725028736,0.6150272853448275,20427.251,0.7736770472980059,-0.4999999999999997,-0.8660254037844388
4135001,Plant_1,2020-05-19 15:00:00,13673.59910715,139575.25000025,29.950729866666663,42.92621055,0.4474687416666666,27610.891,0.4952248410654332,-0.7071067811865471,-0.7071067811865479
